entities	language	tweet_id	text	cagri	kaan	label	cagri_labels	kaan_labels	emre	oguzhan	emre_labels	oguzhan_labels
	0	1368620187835129860	"Dünyada 2 tür millet vardır ;
1. yahudiler,bütün silah fabrikalarının sahibi, parayla devletleri satın alan tüm dünyaya hükmetmeye çalışan lanetli bir millet.
2.Dünyadaki bütün zalimlere karşı hem devleti hem mazlumlar için dimdik ayakta duran Allah'ın aslanı Türk Milleti."	1.0	2.0	-2.0	33:42%OTAR|139:157%OSIG	33:42%HTAR|139:157%HSIG	1.0	1.0	type:textContent|142$151$1$highlight-offensivetarget$|248$266$2$highlight-offensivesignal$	type:textContent|142$151$1$highlight-offensivetarget$|248$255$2$highlight-offensivesignal$|286$294$3$highlight-offensivesignal$
	1	1376136267012919296	Why is #israel allowed to play international football? Is not Kick it Out! Against racism?  Will Football players not take the knee for the thousands of indigenous #Palestinians killed. Ethnically cleansed, #FIFA you are a Hypocrite	2.0	0.0	-2.0	8:14%HTAR|62:73%HSIG|208:212%OTAR|223:232%OSIG		1.0	1.0	type:textContent|317$321$2$highlight-offensivetarget$|332$341$1$highlight-offensivesignal$	type:textContent|273$293$4$highlight-offensivesignal$|295$314$3$highlight-offensivesignal$|316$321$1$highlight-offensivetarget$|332$341$2$highlight-offensivesignal$
13:39%HTAR|167:206%HSIG|213:232%OSIG	1	1376810834496749568	"I just heard a group of girls at school saying something along the lines of this:
“Bisexual is ok, we respect that but trans?! Like what tf is that?! “Truly me” haha”
I really just wanna kill them right now, they stupid little shits"	2.0	2.0	2.0	13:39%HTAR|167:206%HSIG|213:232%OSIG	167:206%HSIG|213:232%OSIG	-1	-1		
	1	1277840178237718528	Fuck the p*triot act why do amerikans pretend it actually does shit to protect us its literally just an excuse to torture muslims on the allegation of extremism or anyone with an extremist relative?? George Bush is a murderer so should we torture Laura Bush in Guantanamo or??	2.0	1.0	-2.0	0:4%OSIG|5:20%OTAR|200:211%OTAR|217:225%OSIG|229:246%HSIG|247:257%HTAR	0:4%OSIG|58:67%OSIG	1.0	2.0	type:textContent|109$129$1$highlight-offensivesignal$|137$146$2$highlight-offensivetarget$|222$238$3$highlight-offensivesignal$|309$320$4$highlight-offensivetarget$|326$334$5$highlight-offensivesignal$	type:textContent|118$129$5$highlight-offensivesignal$|137$146$6$highlight-offensivetarget$|309$320$3$highlight-offensivetarget$|326$334$4$highlight-offensivesignal$|338$355$1$highlight-hatesignal$|356$366$2$highlight-hatetarget$
	0	1276390053506408448	"Cuma olunca müslüman olduğunu hatırlayan ahlak kesmeye çalışan herkesin taaaa amk! 

Bakın bu çok acik ve net bir mesaj 

Orruussbbuuu çocuğu daha dün keraneden karı sikip içki içiyordun köpek seni hani müslümanligin ? Cuma günleri mi tutuyor sadece piç?"	1.0	2.0	-2.0	0:71%OTAR|78:81%OSIG|122:141%OSIG|161:171%OSIG|187:192%OSIG|250:253%OSIG	0:40%OSIG|41:62%OSIG|78:81%OSIG|121:122%OSIG|122:141%HSIG|161:192%OSIG|198:216%OSIG|250:253%OSIG	1.0	1.0	type:textContent|172$180$2$highlight-offensivetarget$|187$190$1$highlight-offensivesignal$|231$250$3$highlight-offensivesignal$|260$295$4$highlight-offensivesignal$|296$301$5$highlight-offensivesignal$|359$362$6$highlight-offensivesignal$	type:textContent|109$149$4$highlight-offensivetarget$|187$190$3$highlight-offensivesignal$|231$250$5$highlight-offensivesignal$|270$280$6$highlight-offensivesignal$|296$301$2$highlight-offensivesignal$|359$362$1$highlight-offensivesignal$
	0	1364285669896564736	Avrupalılar yine Yunanistan finosu kozunu oynuyor. Savaş uçakları gemimizi taciz etmiş...	1.0	0.0	-2.0	17:27%OTAR|28:34%OSIG		0.0	1.0		type:textContent|126$136$1$highlight-offensivetarget$|137$141$2$highlight-offensivesignal$
	1	1233881143558074368	"Sometimes I forget that my irl friends follow me, so if u know me irl then I want u to know...

ur gay"	0.0	0.0	0.0			-1	-1		
34:53%OSIG|55:62%OTAR	0	1362821034118905862	Hakeme amatörde bile maç verilmez Allah belanı versin @TFF_Org	1.0	1.0	1.0	34:53%OSIG|55:62%OTAR	34:53%OSIG	-1	-1		
	0	1363545897242664966	Herşeyi geçtim, Kadıköy semtine gelen takımın ayakları titrerdi! @Fenerbahce  şimdi her yakım Kadıköy’e gidelimde birde biz çakalım derdinde.! Lanet olsun size amk @Erol_Bulut	2.0	1.0	-2.0	143:159%HSIG|160:163%OSIG|165:175%HTAR	143:163%OSIG|165:175%OTAR	1.0	1.0	type:textContent|252$263$1$highlight-offensivesignal$|264$268$2$highlight-offensivetarget$|269$272$3$highlight-offensivesignal$	type:textContent|174$185$3$highlight-offensivetarget$|252$263$1$highlight-offensivesignal$|269$272$2$highlight-offensivesignal$
	1	1343220863055900673	So Mickey Daddy Think It’s Coo For Him To Rape Dudes In Jail But He Can’t Be Openly Gay With Ian. Make It Make Sense. 🤦🏿‍♂️	1.0	0.0	-2.0	3:15%OTAR|22:60%OSIG		1.0	1.0	type:textContent|112$124$2$highlight-offensivetarget$|136$169$1$highlight-offensivesignal$|177$205$3$highlight-offensivesignal$	type:textContent|112$124$1$highlight-offensivetarget$|151$161$2$highlight-offensivesignal$|177$196$3$highlight-offensivesignal$
	0	1344268048610582528	"Türban ""magduriyetinden"" çıplak aramaya geçiş yapan, Fasist,tecavüzcü,katil iktidar.

Saddam’ı yargılayan hakime, Saddam bu yasalar çok katı dediğinde, bunlar senin yasaların ve şimdi senin yasalarınla seni yargılıyoruz."	1.0	2.0	-2.0	53:75%OSIG|76:83%OTAR	53:75%HSIG|184:219%HSIG	1.0	1.0	type:textContent|162$168$1$highlight-offensivesignal$|169$178$2$highlight-offensivesignal$|179$184$3$highlight-offensivesignal$|185$192$4$highlight-offensivetarget$	type:textContent|162$168$1$highlight-offensivesignal$|169$178$2$highlight-offensivesignal$|179$184$3$highlight-offensivesignal$|185$192$4$highlight-offensivetarget$
	1	1277383309820145664	If you're not following Football Twitter,that means you're into Bola Twitter. Deep shit 🤧😂	0.0	0.0	0.0			-1	-1		
	1	1343058228729368576	i'm tired of this i hate lgbtq shitpost thing in commie twt y'all are showing your privilege when lgbtq in asian countries are literally being killed/harassed/oppressed just for being who they are esp if you're trans it's annoying and so insensitive STFU!!	2.0	1.0	-2.0	0:24%HSIG|25:30%HTAR|211:216%OTAR|250:254%OSIG	31:39%OSIG|250:254%OSIG	1.0	1.0	type:textContent|125$129$11$highlight-no$|129$133$16$highlight-offensivesignal$|133$134$17$highlight-no$|134$168$19$highlight-offensivetarget$|179$201$20$highlight-offensivesignal$|359$363$6$highlight-offensivesignal$	type:textContent|129$133$2$highlight-offensivesignal$|134$154$1$highlight-offensivetarget$|359$363$3$highlight-offensivesignal$
0:5%OTAR|6:15%OTAR|74:95%OSIG|96:114%OSIG	0	1325133087051714561	"Trump Joe biden  islam Düşmanıdır Demiş Sanki Kendisi Çamlıca cami imamı.
Al birini vur otekine hepsi din düşmanı 
#ABDninSecimi 
#ABD https://t.co/QPmJpkAgK5"	1.0	1.0	1.0	0:5%OTAR|6:15%OTAR|102:113%OSIG	0:5%OTAR|6:15%OTAR|74:95%OSIG|96:114%OSIG	-1	-1		
	0	1373659236379602950	"#istanbulsözlesmesi 1-CumBas, Meclise sunulmamış U.A sözleşmeyi kaldıramaz 2- Temel hak ve Kadın cinayetlerine hukuk dayatan sözleşme karşısında ""LGBT gebersin, İslam kadına değer verir, Reis yaşa""ile duran zihniyet zaman gerektiren ayrı bir sosyolojik problem #SeninleyizErdogan"	0.0	0.0	0.0			-1	-1		
18:38%OTAR|98:113%OSIG	1	1277975112382214151	"Sick and tired of those people who ask Lesbian couples ""who is the man in the relationship?"". Bro are you stupid? We date girls cuz we don't like guys and you're asking who's the man in the relationship?"	1.0	1.0	1.0	18:38%OTAR|98:113%OSIG	106:112%OSIG	-1	-1		
	1	1376583932238557186	Anyone else seen that new Russian military propaganda video where the army guys make a load of ridiculously dangerous mistakes like leaning on the barrel of a heavy machine gun loaded with live rounds whilst another guy is pointing a rocket launcher at another guys head?	0.0	0.0	0.0			-1	-1		
	0	1363849033090015234	Admin nesinecom falan sacma sapan, gündem degistirici bir şey paylaş da içimizdeki 0.0012 umut da yok olsun biraz lincleyip rahatlayalım ya @Fenerbahce	0.0	1.0	-2.0		108:136%OSIG	1.0	1.0	type:textContent|223$232$1$highlight-offensivesignal$	type:textContent|223$232$1$highlight-offensivesignal$
	1	1277755031966580743	This is 2020 we should all be equal wither we are black white female male gay straight bi trans it’s doesn’t matter we are all HUMAN we are all flesh and blood we all work the same WE ARE THE FUCKING SAME it annoys me so much that’s there’s people Out there that disagree. It’s	0.0	0.0	0.0			-1	-1		
	1	1376672486167875584	The walking dead season 10 is a bigger let down that the Liverpool vs Tottenham Champions league final. Utter trollop. What were the producers thinking it is so boring nothing is happening 😂😂	0.0	0.0	0.0			-1	-1		
	1	1233894291841282048	Everything gender criticals claim as 'sex based rights' (no such legal concept exists...anywhere) are just consessions Victorian men granted in exchange for women being allowed a measure of autonomy at all.	0.0	0.0	0.0			-1	-1		
	1	1344346605634273281	"""You support free speech, yet you don't want me to 'freely speak' about who should and shouldn't be fired for wrongthink!"" is about as meaningful a gotcha as ""You support freedom of religion, yet you don't want me to preach that apostates should be murdered!"""	0.0	0.0	0.0			-1	-1		
	0	1268762259850919941	"Ikisi de cahil. Tek seçim onların bu yaptıkları. Bir kere de dini kullanmadan bilimsel bir şekilde bir neden belirtin. Alttaki arkadaş haklı aslında keşke herkes çocuğunu iyi yetistirse. Sırf bu nefret dolu yorumlardan dolayı kendi canına kıyan insanlar varken...
#LGBT https://t.co/uEItZSKskX"	0.0	0.0	0.0			-1	-1		
	0	1374129836445343746	Kripto fetöcülerin hepsi dökülmüş vatan haini Hakan Şükür güzellemeleri yapıyor.	1.0	2.0	-2.0	34:45%OSIG|46:57%OTAR	34:45%HSIG|46:57%HTAR	1.0	1.0	type:textContent|109$125$1$highlight-offensivesignal$|143$154$2$highlight-offensivesignal$|155$166$3$highlight-offensivetarget$	type:textContent|116$122$1$highlight-offensivesignal$|143$154$2$highlight-offensivesignal$|155$166$3$highlight-offensivetarget$
	1	1377224089467772929	A villain gave this monologue in a justice league animation - he asked if we feel guilty when we kill ants &amp; that's because humans feel superior. So why should he, a superior being feel bad for killing humans.	0.0	0.0	0.0			-1	-1		
	0	1344375895176454151	Ülke gündemi hakkında twit atıp hapse girmek istemediğimden dizi karakterlerine sardım lanet olsun..	0.0	0.0	0.0			-1	-1		
	0	1272484675664084993	Sevgili Aptal hdpliler Hiçbir Türk ferdi ve Kürt ferdi sizleri sevmiyor desteklemiyor.Ülkenin en az yüzde 80-85 i sizden nefret ediyor en az yüzde 65-70 i sizi öldürmek istiyor.Türk Halkı Hdpyi istemiyor.Neden hâlâ anlamamakta ısrar ediyorsunuz ?#EdirnedenHakkariyeHepBirlikte	1.0	2.0	-2.0	8:13%OSIG|14:22%OTAR|55:85%OSIG|177:203%OSIG	8:13%OSIG|14:22%HTAR|106:134%OSIG|147:176%HSIG|177:203%OSIG	2.0	2.0	type:textContent|117$122$1$highlight-offensivesignal$|123$131$5$highlight-hatetarget$|230$243$7$highlight-hatesignal$|269$285$8$highlight-hatesignal$	type:textContent|117$122$1$highlight-offensivesignal$|123$131$2$highlight-hatetarget$|230$243$3$highlight-offensivesignal$|269$285$4$highlight-hatesignal$
	1	1344691660450574336	"I purchased a hard drive from @CrucialMemory a week ago for $53.99 for a company computer;  I went back to reorder the same hard drive yesterday for another machine, it's $69.99 now.

The Biden economy will destroy America.

Inflation is here. https://t.co/xleE1Bn33Y"	0.0	0.0	0.0			-1	-1		
	1	1377371804885413889	"We will destroy your four pillars...
brand your preferiti and sacrifice
them on the altars of science... and
then bring your church down upon you.

Vatican City will be consumed by light"	2.0	1.0	-2.0	0:33%HSIG|114:145%HSIG|148:160%HTAR	114:136%OSIG|169:177%OSIG	2.0	2.0	type:textContent|117$124$3$highlight-hatesignal$|223$245$1$highlight-hatesignal$|251$254$2$highlight-hatetarget$	type:textContent|117$124$1$highlight-hatesignal$|171$185$2$highlight-hatesignal$|234$240$3$highlight-hatetarget$|257$269$4$highlight-hatetarget$
	1	1233899684525010944	Bernie Sanders loves communist Castro! How can anyone vote this person? He has attacked America and the people that lived threw Castro’s regime!!!!	1.0	0.0	-2.0	0:14%OTAR|39:71%OSIG		0.0	1.0		type:textContent|109$123$1$highlight-offensivetarget$|156$180$3$highlight-offensivesignal$|188$204$2$highlight-offensivesignal$
	1	1233892507680935937	Baseball games be long as shit	0.0	1.0	-2.0		26:30%OSIG	0.0	0.0		
	0	1233841259606880258	"""Sahabeyi görenler Müslüman oluyor, bizi görenler de olduğu yerde duruyorsa, ‘Yeni İslâm'a değil, ‘Yeniden İslâm'a muhtacız.""
@ihsansenocak 
@ifamtrabzon https://t.co/CgVIrqrqhg"	0.0	0.0	0.0			-1	-1		
	0	1233480012235526144	Nagehan alçı denen ucube bu ülkenin vatandaşı değil islam ve türk düşmanı hiristiyandır	1.0	2.0	-2.0	0:12%OTAR|19:24%OSIG|52:73%OSIG|74:87%OTAR	0:12%HTAR|19:24%OSIG|52:87%HSIG	1.0	1.0	type:textContent|109$121$1$highlight-offensivetarget$|128$133$2$highlight-offensivesignal$|161$182$3$highlight-offensivesignal$|183$196$4$highlight-offensivesignal$	type:textContent|109$121$1$highlight-offensivetarget$|128$133$2$highlight-offensivesignal$|161$182$4$highlight-offensivesignal$|183$196$3$highlight-offensivesignal$
129:132%OSIG|151:171%OSIG|174:224%OSIG|225:240%OTAR|242:279%OSIG	0	1233013098912587776	"Filmlerde bu ara feminist akımı var.
İkide bir, bir sürü kadın toplanıp erkeklere saldırıyor.

=End game (Avengers)
=Harley Quin

Aq biz kötü değiliz. siz biraz salaksınız. 
Birde kalkıp utanmadan bunlardan etkilenenler var.
Feminist kızlar, ilgi çekmeye çalışan aptallar gibiler."	1.0	1.0	1.0	161:171%OSIG|225:240%OTAR|263:279%OSIG	129:132%OSIG|151:171%OSIG|174:224%OSIG|225:240%OTAR|242:279%OSIG	-1	-1		
	1	1277259338114097152	"I'm the first to admit that I had the false belief that most people wouldn't vote on a sexist, bigoted, racist piece of shit proven criminal grifter, molester, serial cheater.

It's utterly undeniable he is all the things I just described him as."	1.0	0.0	-2.0	85:174%OSIG		1.0	1.0	type:textContent|196$202$1$highlight-offensivesignal$|204$211$2$highlight-offensivesignal$|213$219$3$highlight-offensivesignal$|220$233$4$highlight-offensivesignal$|234$249$5$highlight-offensivesignal$|250$257$6$highlight-offensivesignal$|259$267$7$highlight-offensivesignal$|269$283$8$highlight-offensivesignal$|310$312$9$highlight-offensivetarget$	type:textContent|196$202$1$highlight-offensivesignal$|204$211$2$highlight-offensivesignal$|213$233$3$highlight-offensivesignal$|241$257$4$highlight-offensivesignal$|259$267$5$highlight-offensivesignal$|269$283$6$highlight-offensivesignal$|310$312$7$highlight-offensivetarget$
	1	1233902151950188545	Behind the picture that became a symbol of Delhi’s anti-Muslim carnage  https://t.co/zME6k7EJI1 via @thecaravanindia	0.0	0.0	0.0			-1	-1		
	1	1377403498577285122	"School districts reluctant to make changes after Noem's order on transgender sports https://t.co/dNRMjwYd9H via @RCJournal
I’d tell her to go to hell"		1.0	-2.0	49:53%OTAR|123:149%OSIG	139:149%OSIG	-1	-1		
0:73%OSIG	0	1268519779150647296	Porno yıldızları gibi pozlar verip imam karısı gibi duyar kasıyorsunuz aq	1.0	1.0	1.0	71:73%OSIG	0:73%OSIG	-1	-1		
	0	1377236967184867328	"Ekrem İmamoğlu:"" 6 milyon oy almış partiye terörist gözüyle bakarsanız ben bunun karşısındayım. HDP'nin de özeleştiri yapması gerekir.""

 ""Bir nalına bir mıhına""
Hem İmam hem Papaz olunmuyor, bu kafayla hem camiden hemde kiliseden olacaksın.."	0.0	0.0	0.0			-1	-1		
114:124%OTAR|125:149%OSIG|151:217%OSIG|218:223%OSIG|224:243%OTAR|256:278%OSIG	0	1233859983822991363	"Geçmişte Fetö eliyle yıkmaya çalıştıkları TSK üzerinden bugün kendilerine kahramanlık payesi çıkarmaya çalışan bu iktidardan insanın midesi bulanıyor.
Atatürk'ün partisini terör örgütü bir partiyle yandaş hale getiren sözde Chp li siyasetçileri de görünce insanın kusası geliyor"	1.0	1.0	1.0	114:124%OTAR|125:149%OSIG|172:194%OSIG|224:243%OTAR|256:278%OSIG	114:121%OTAR|125:149%OSIG|151:217%OSIG|218:223%OSIG|224:243%OTAR|256:278%OSIG	-1	-1		
79:82%OTAR|83:88%OTAR|89:137%OSIG	0	1329882361513828354	"ONLARCA ARAÇ VARKEN,İNSANLAR VİRÜSTEN
ÖLSÜN DİYE,EKONOMİ AKP ZARAR GÖRSÜN DİYE
RUM EKREM KALABALIK ARAÇLARLA İNSANIMIZI
ÖLÜME TERK EDİYOR,DİGER TARAFTAN DA MASKE
MESAFE YAZILARI YOL KENARLARINA PANOLARA
YAZIYOR,CHP,AKP,İYİ PARTİ,MHP'Lİ ÖLÜYOR https://t.co/XHhq7YOcF3"	1.0	1.0	1.0	79:82%OTAR|83:88%OTAR|109:137%OSIG	79:82%OSIG|83:88%OTAR|89:137%OSIG	-1	-1		
	1	1277866493435396097	I am really starting to miss going to football now. Especially away days. I hate not knowing when we can go again 💔 @Arsenal #Football #Withdrawal 🔴⚪️⚽️	0.0	0.0	0.0			-1	-1		
173:175%OSIG	0	1261426417708994563	zeytinburnunda vaka sayısı neden yüksek şimdi daha iyi anlayabiliyorum meydan da suriyeliler maç yapıyor herkes iftardan sonra yürüyüşe çıkıyor nasıl bir tedbir anlayışı bu aq	1.0	1.0	1.0	173:175%OSIG	173:175%OSIG	-1	-1		
12:30%HTAR|54:77%OSIG|218:249%HSIG	1	1344683854779600897	#defund the #democratic #party already folks ...these Fcking empty suit cucks are owned by the billionaires working for the billionaires. Do not allow them a moments peace do not send them money, do not vote for them. Leave them in the ditch to die where they have left us	2.0	2.0	2.0	12:30%HTAR|54:77%OSIG|218:249%HSIG	12:30%HTAR|54:77%OSIG|218:248%HSIG	-1	-1		
12:17%OTAR|18:31%OSIG	1	1278114375543504897	Want to see Trump lose his shit? Let’s start a movement to #unfollowTrump on July 4th! #RetweeetPlease #retweet @thedavidcrosby @vindownes #4thJuly #movement #ThankYou	1.0	1.0	1.0	12:17%OTAR|18:31%OSIG	12:17%OTAR|27:31%OSIG	-1	-1		
	1	1344515213509459968	"GA, keep in mind that Perdue &amp; Loefffler back trump blindly even as he
Veto NDAA 
Continue w his lack of support for our troops
Defend Putin (Russian bounties, Election interference, Cyber attack)
Pardon Felons incl an ex-cop who rptdly sicked her dog on POC w/o just cause https://t.co/NzV6egkzVn"	0.0	0.0	0.0			-1	-1		
	1	1344748163471699974	"those who killed Imam Hussain also thought that they've won. but Imam Hussain's light woke the dormant hearts of the Muslims and brought an end to the oppressive rule of the tyrants. the same will happen with those who martyred So.leimani.

#HERO"	0.0	0.0	0.0			-1	-1		
	0	1248367134478159872	"RTÜK'E ŞİKAYET ETSİN HERKES.
Bu dizi Ramazan ay'ının birinci günü gösterime girecekmiş.
Engel olalım diye bir çok müslüman derde düşmüş.
RTÜK'Ü göreve çağırıyoruz.
Bu şerefsiz pislikler yüzünden illa helak mı olmak… https://t.co/MhdHPycH2z"	1.0	2.0	-2.0	167:185%OSIG	0:27%HSIG|167:214%OSIG	1.0	2.0	type:textContent|141$145$6$highlight-offensivetarget$|276$294$2$highlight-offensivesignal$	type:textContent|141$145$1$highlight-hatetarget$|276$284$2$highlight-offensivesignal$|285$294$3$highlight-offensivesignal$|304$323$4$highlight-hatesignal$
